Topic	Pergunta	hipotese_1	hipotese_2	hipotese_3	hipotese_4	respostaCerta		id	pergunta	respostaLLM0		id	pergunta	respostaLLM1
CIÊNCIAS DA SAÚDE	Como se chama o exame de diagnóstico em que se regista a atividade elétrica do coração?	Eletrocussão	Eletroencefalograma	Eletrólise cardiográfica	Eletrocardiograma	4	TRUE	156	Como se chama o exame de diagnóstico em que se regista a atividade elétrica do coração?	1	TRUE	156	Como se chama o exame de diagnóstico em que se regista a atividade elétrica do coração?	1
CIÊNCIAS DA SAÚDE	O que é a diabetes tipo 2?	Uma doença autoimune	Um agravamento da diabetes tipo 1	Um distúrbio metabólico caracterizado pela resistência à insulina e níveis elevados de açúcar no sangue	Uma infecção bacteriana	3	TRUE	157	O que é a diabetes tipo 2?	3	TRUE	157	O que é a diabetes tipo 2?	3
CIÊNCIAS DA SAÚDE	O que é a asma?	Uma doença cardíaca	Uma doença que inflama e estreita as vias respiratórias	Uma infecção viral	Uma doença do sistema nervoso	2	TRUE	158	O que é a asma?	2	TRUE	158	O que é a asma?	2
CIÊNCIAS DA SAÚDE	O que é a artrite reumatoide?	Uma doença cardíaca	Uma doença autoimune que afeta as articulações, causando inflamação e dor	Uma infecção bacteriana	Uma doença do sistema nervoso	2	TRUE	159	O que é a artrite reumatoide?	1	TRUE	159	O que é a artrite reumatoide?	1
CIÊNCIAS DA SAÚDE	Qual o impacto do vírus da imunodeficiência humana (VIH)?	Causa a gripe	Afeta o sistema imunológico humano	Causa a diabetes	Afeta o sistema digestivo	2	TRUE	160	Qual o impacto do vírus da imunodeficiência humana (VIH)?	4	TRUE	160	Qual o impacto do vírus da imunodeficiência humana (VIH)?	4
CIÊNCIAS DA SAÚDE	O que é a hepatite?	Uma doença do sistema nervoso	Uma doença cardíaca	Uma inflamação viral do fígado	Uma doença do sistema circulatório	3	TRUE	161	O que é a hepatite?	4	TRUE	161	O que é a hepatite?	4
CIÊNCIAS DA SAÚDE	O que é a esclerose múltipla?	Uma doença cardíaca	Uma doença autoimune que afeta o sistema nervoso central	Uma infecção bacteriana	Uma doença do sistema digestivo	2	TRUE	162	O que é a esclerose múltipla?	3	TRUE	162	O que é a esclerose múltipla?	1
CIÊNCIAS DA SAÚDE	O que é a anemia?	Uma inflamação do estômago	Uma doença autoimune	Um déficit de glóbulos vermelhos saudáveis no sangue	Uma doença cardíaca	3	TRUE	163	O que é a anemia?	3	TRUE	163	O que é a anemia?	3
CIÊNCIAS DA SAÚDE	O que é a doença de Alzheimer?	Uma doença autoimune	Uma doença cardíaca	Uma doença neurodegenerativa que afeta a memória e as funções cognitivas	Uma doença do sistema respiratório	3	TRUE	164	O que é a doença de Alzheimer?	4	TRUE	164	O que é a doença de Alzheimer?	1
CIÊNCIAS DA SAÚDE	O que é a osteoporose?	Uma doença cardíaca	Uma perda de densidade óssea, tornando os ossos frágeis e suscetíveis a fraturas	Uma doença do sistema nervoso	Uma inflamação das articulações	2	TRUE	165	O que é a osteoporose?	3	TRUE	165	O que é a osteoporose?	2
CIÊNCIAS DA SAÚDE	Qual a designação dada a paragens temporárias da respiração durante o sono?	Alopecia	Apneia	Peneira	Síncope	2	TRUE	166	Qual a designação dada a paragens temporárias da respiração durante o sono?	2	TRUE	166	Qual a designação dada a paragens temporárias da respiração durante o sono?	2
CIÊNCIAS DA SAÚDE	Qual a designação do procedimento médico que utiliza um tubo flexível para examinar o interior do corpo?Endoscopia	Cintigrafia	Ressonância magnética	Ecografia	1		TRUE	167	Qual a designação do procedimento médico que utiliza um tubo flexível para examinar o interior do corpo?Endoscopia	1	TRUE	167	Qual a designação do procedimento médico que utiliza um tubo flexível para examinar o interior do corpo?Endoscopia	1
CIÊNCIAS DA SAÚDE	O que é a fibromialgia?	Uma doença cardíaca	Uma condição médica caracterizada por dor muscular e sensibilidade generalizada	Uma doença autoimune	Uma inflamação do fígado	2	TRUE	168	O que é a fibromialgia?	3	TRUE	168	O que é a fibromialgia?	2
CIÊNCIAS DA SAÚDE	O que é a psoríase?	Uma doença cardíaca	Uma condição médica caracterizada por manchas vermelhas e descamação da pele	Uma doença autoimune	Uma inflamação do intestino	2	TRUE	169	O que é a psoríase?	3	TRUE	169	O que é a psoríase?	3
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é ecologia?	O estudo das rochas e minerais	O estudo dos fenómenos atmosféricos	O estudo das relações entre os seres vivos e o ambiente em que vivem	O estudo dos átomos e moléculas	3	TRUE	170	O que é ecologia?	3	TRUE	170	O que é ecologia?	3
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é um ecossistema?	Um grupo de pessoas que partilham os mesmos interesses ambientais	Uma área geográfica onde vários organismos interagem com o ambiente físico	Um tipo de planta aquática	Um sistema político ecológico	2	TRUE	171	O que é um ecossistema?	2	TRUE	171	O que é um ecossistema?	2
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é um predador?	Um organismo que se alimenta apenas de plantas	Um organismo que se alimenta de outros organismos	Uma presa fácil	Um tipo de planta carnívora	2	TRUE	172	O que é um predador?	2	TRUE	172	O que é um predador?	2
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a biodiversidade?	A variedade genética, de espécies e de ecossistemas	A diferença de genes entre seres vivos de espécies diferentes	O número de seres humanos no planeta	O número de seres vivos no planeta	1	TRUE	173	O que é a biodiversidade?	1	TRUE	173	O que é a biodiversidade?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é uma cadeia alimentar?	Uma sequência de eventos que descreve a produção de alimentos	Uma lista de restaurantes recomendados	Uma representação gráfica das relações alimentares entre diferentes organismos em um ecossistema	Um tipo de armadilha para caçar animais	3	TRUE	174	O que é uma cadeia alimentar?	3	TRUE	174	O que é uma cadeia alimentar?	2
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a fotossíntese?	O processo pelo qual as plantas convertem a energia solar em alimentos (glicose)	Um tipo de tratamento médico	O processo pelo qual os animais obtêm oxigénio do ar	O processo de decomposição de resíduos orgânicos	1	TRUE	175	O que é a fotossíntese?	1	TRUE	175	O que é a fotossíntese?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é um habitat?	O local onde as pessoas vivem	O local onde os animais vivem e encontram alimentos, água e abrigo	O local onde as plantas crescem	O local onde se guardam os alimentos	2	TRUE	176	O que é um habitat?	2	TRUE	176	O que é um habitat?	2
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a poluição?	A presença de organismos indesejados em um ecossistema	A introdução de substâncias ou agentes poluentes no ambiente, prejudicando a qualidade do ar, da água ou do solo	A quantidade de chuva em uma região	O número de espécies em extinção	2	TRUE	177	O que é a poluição?	3	TRUE	177	O que é a poluição?	3
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a simbiose?	Uma relação em que dois organismos de espécies diferentes vivem juntos e beneficiam um ao outro	Uma relação em que dois organismos competem pelo mesmo recurso	Uma relação em que um organismo caça e se alimenta de outro	Uma relação em que um organismo se alimenta de detritos	1	TRUE	178	O que é a simbiose?	1	TRUE	178	O que é a simbiose?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a teoria da evolução?	Uma explicação científica que postula que as espécies mudam ao longo do tempo através da seleção natural	Uma teoria que afirma que todas as espécies são imutáveis	Um conceito religioso que explica a origem da vida	Um tipo de reprodução assexuada	1	TRUE	179	O que é a teoria da evolução?	1	TRUE	179	O que é a teoria da evolução?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que são os genes?	Segmentos de DNA que contêm instruções para a produção de proteínas e influenciam traços hereditários	Pequenas partículas no núcleo das células	Moléculas de oxigénio	Estruturas nas células vegetais	1	TRUE	180	O que são os genes?	1	TRUE	180	O que são os genes?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a genética?	O estudo dos genes e da hereditariedade	O estudo das rochas e minerais	O estudo das estrelas e planetas	O estudo das reações químicas	1	TRUE	181	O que é a genética?	1	TRUE	181	O que é a genética?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a geologia?	A ciência que estuda a Terra, sua composição, estrutura e história	A ciência que estuda o espaço sideral	A ciência que estuda o clima	A ciência que estuda as plantas	1	TRUE	182	O que é a geologia?	1	TRUE	182	O que é a geologia?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é um terremoto?	Uma sacudida na superfície da Terra causada por movimentos das placas tectónicas	Um vulcão em erupção	Um deslizamento de terra	Uma tempestade tropical	1	TRUE	183	O que é um terremoto?	1	TRUE	183	O que é um terremoto?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a erosão?	O desgaste e a remoção de solo e rochas da superfície da Terra, causados por fatores como água, vento e gelo	O processo de formação de montanhas	O movimento das placas tectónicas	O estudo das rochas e minerais	1	TRUE	184	O que é a erosão?	1	TRUE	184	O que é a erosão?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é um vulcão?	Uma abertura na crosta terrestre por onde magma, cinzas e gases podem ser expelidos	Um tipo de terremoto	Um deslizamento de terra	Um cone de areia na praia	1	TRUE	185	O que é um vulcão?	1	TRUE	185	O que é um vulcão?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é uma rocha sedimentar?	Uma rocha formada pela acumulação e compactação de sedimentos, como areia e lodo	Uma rocha formada por magma vulcânico solidificado	Uma rocha formada por metamorfismo	Uma rocha formada por explosões nucleares	1	TRUE	186	O que é uma rocha sedimentar?	1	TRUE	186	O que é uma rocha sedimentar?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a tectónica de placas?	A teoria que descreve o movimento das placas da crosta terrestre e suas interações	O estudo das rochas sedimentares	O estudo das plantas	O estudo das marés	1	TRUE	187	O que é a tectónica de placas?	1	TRUE	187	O que é a tectónica de placas?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é um mineral?	Um sólido inorgânico com uma estrutura cristalina e uma composição química definida	Um organismo vivo	Um tipo de rocha sedimentar	Um tipo de gás atmosférico	1	TRUE	188	O que é um mineral?	1	TRUE	188	O que é um mineral?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a topografia?	A descrição da forma e das características físicas da superfície da Terra	O estudo das camadas da atmosfera	O estudo das marés	O estudo dos animais marinhos	1	TRUE	189	O que é a topografia?	1	TRUE	189	O que é a topografia?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a meteorização?	O processo de desintegração e decomposição das rochas devido a agentes naturais, como chuva, vento e temperatura	O processo de formação de montanhas	O estudo dos vulcões	O estudo dos planetas do sistema solar	1	TRUE	190	O que é a meteorização?	1	TRUE	190	O que é a meteorização?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é uma falha geológica?	Uma fratura na crosta terrestre ao longo da qual ocorreu deslocamento	Um tipo de rocha metamórfica	Uma formação geológica subaquática	Um tipo de minério	1	TRUE	191	O que é uma falha geológica?	1	TRUE	191	O que é uma falha geológica?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a zoologia?	A ciência que estuda os animais e seu comportamento	A ciência que estuda as rochas e minerais	A ciência que estuda as plantas	A ciência que estuda o clima	1	TRUE	192	O que é a zoologia?	1	TRUE	192	O que é a zoologia?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é o maior grupo de vertebrados na Terra?	Peixes	Anfíbios	Répteis	Aves	1	TRUE	193	Qual é o maior grupo de vertebrados na Terra?	1	TRUE	193	Qual é o maior grupo de vertebrados na Terra?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a migração?	O deslocamento sazonal de animais de uma região para outra em busca de condições climáticas mais favoráveis ou recursos alimentares	O comportamento de animais herbívoros	A reprodução de animais	A hibernação de animais	1	TRUE	194	O que é a migração?	1	TRUE	194	O que é a migração?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é o maior mamífero terrestre?	Elefante africano	Girafa	Rinoceronte	Leão	1	TRUE	195	Qual é o maior mamífero terrestre?	1	TRUE	195	Qual é o maior mamífero terrestre?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a simetria bilateral?	Uma forma de simetria em que o corpo de um organismo pode ser dividido em duas metades iguais apenas por um plano	Uma forma de simetria em que o corpo de um organismo é simétrico em relação a um único ponto central	Uma forma de simetria em que o corpo de um organismo é assimétrico	Uma forma de simetria em que o corpo de um organismo é simétrico em relação ao eixo longitudinal	1	TRUE	196	O que é a simetria bilateral?	1	TRUE	196	O que é a simetria bilateral?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é um exoesqueleto?	Um revestimento rígido externo que protege e suporta o corpo de alguns animais, como insetos e crustáceos	Um órgão de visão em animais	Um órgão de audição em animais	Um órgão de locomoção em animais	1	TRUE	197	O que é um exoesqueleto?	1	TRUE	197	O que é um exoesqueleto?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a reprodução assexuada?	Um tipo de reprodução em que os descendentes são geneticamente idênticos ao progenitor	Um tipo de reprodução em que dois progenitores contribuem com material genético para a descendência	Um tipo de reprodução que ocorre apenas em plantas	Um tipo de reprodução que envolve a formação de esporos	1	TRUE	198	O que é a reprodução assexuada?	1	TRUE	198	O que é a reprodução assexuada?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é um anfíbio?	Um grupo de animais que inclui sapos, rãs e salamandras, geralmente com ciclo de vida que envolve a fase larval aquática e a fase adulta terrestre	Um grupo de animais que inclui aves e mamíferos	Um grupo de animais que inclui répteis e aves	Um grupo de animais que inclui peixes e tubarões	1	TRUE	199	O que é um anfíbio?	1	TRUE	199	O que é um anfíbio?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é a maior espécie de tubarão?	Tubarão-tigre	Tubarão-martelo	Tubarão-branco	Tubarão-de-pontas-negras-do-recife	1	TRUE	200	Qual é a maior espécie de tubarão?	4	TRUE	200	Qual é a maior espécie de tubarão?	4
CIÊNCIAS NATURAIS E DO AMBIENTE	O que é a camuflagem?	Um mecanismo de defesa que permite a um animal se misturar com seu ambiente, tornando-o menos visível para predadores ou presas	Um tipo de alimentação de animais herbívoros	Um tipo de reprodução assexuada	Um mecanismo de comunicação entre animais	1	TRUE	201	O que é a camuflagem?	1	TRUE	201	O que é a camuflagem?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é o maior oceano do mundo?	Oceano Pacífico	Oceano Atlântico	Oceano Índico	Oceano Ártico	1	TRUE	202	Qual é o maior oceano do mundo?	1	TRUE	202	Qual é o maior oceano do mundo?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é o ponto mais alto da Terra?	Monte Everest	Monte Kilimanjaro	Monte Fuji	Monte McKinley (Denali)	1	TRUE	203	Qual é o ponto mais alto da Terra?	1	TRUE	203	Qual é o ponto mais alto da Terra?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é o rio mais longo do mundo?	Rio Amazonas	Rio Nilo	Rio Yangtzé	Rio Mississippi	2	TRUE	204	Qual é o rio mais longo do mundo?	1	TRUE	204	Qual é o rio mais longo do mundo?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é o maior deserto do mundo?	Deserto do Saara	Deserto de Atacama	Deserto de Gobi	Deserto de Kalahari	1	TRUE	205	Qual é o maior deserto do mundo?	1	TRUE	205	Qual é o maior deserto do mundo?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é o país mais populoso do mundo?	China	Índia	Estados Unidos	Brasil	1	TRUE	206	Qual é o país mais populoso do mundo?	2	TRUE	206	Qual é o país mais populoso do mundo?	2
CIÊNCIAS NATURAIS E DO AMBIENTE	Onde está localizada a Grande Muralha da China?	China	Índia	Rússia	Egito	1	TRUE	207	Onde está localizada a Grande Muralha da China?	1	TRUE	207	Onde está localizada a Grande Muralha da China?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é a capital do Brasil?	Brasília	Rio de Janeiro	São Paulo	Buenos Aires	1	TRUE	208	Qual é a capital do Brasil?	1	TRUE	208	Qual é a capital do Brasil?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é o maior país da América do Sul em área territorial?	Brasil	Argentina	Colômbia	Peru	1	TRUE	209	Qual é o maior país da América do Sul em área territorial?	1	TRUE	209	Qual é o maior país da América do Sul em área territorial?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Em que continente está localizado o Egito?	África	Ásia	Europa	América	1	TRUE	210	Em que continente está localizado o Egito?	1	TRUE	210	Em que continente está localizado o Egito?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Qual é a capital da França?	Paris	Londres	Roma	Berlim	1	TRUE	211	Qual é a capital da França?	1	TRUE	211	Qual é a capital da França?	1
CIÊNCIAS NATURAIS E DO AMBIENTE	Em que continente está localizada a Índia?	Europa	África	Ásia	América do Sul	3	TRUE	212	Em que continente está localizada a Índia?	3	TRUE	212	Em que continente está localizada a Índia?	1
